Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,3.9,"San Diego County, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,4.2,"Austin, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,4.6,"Charlotte, NC"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,4.7,"Washington, DC"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,4.8,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,4.9,"Denver, CO"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,5.1,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,5.2,"Boston, MA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,5.4,"Minneapolis, MN"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,5.6,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,5.8,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,5.9,"Columbus, OH"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,6,"Kansas City, MO"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,6,"New York City, NY"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,6.4,"Los Angeles, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,6.7,"Long Beach, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,6.7,"San Antonio, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,6.8,"Chicago, Il"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,7.3,"Dallas, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,7.4,"Baltimore, MD"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,8,"Indianapolis (Marion County), IN"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,8.5,"Phoenix, AZ"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,8.6,"Philadelphia, PA"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,8.9,"Houston, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,11.4,"Cleveland, OH"
Social and Economic Factors,Percent of Children Living in Poverty,2015,Both,All,14.5,"Detroit, MI"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,1.2,"San Francisco, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,2.2,"Seattle, WA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,2.9,"San Jose, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,3.6,"San Diego County, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,3.8,"Austin, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,3.8,"Portland (Multnomah County), OR"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,4.1,"Denver, CO"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,4.4,"Charlotte, NC"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,4.5,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,4.7,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,4.7,"Washington, DC"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,5.1,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,5.2,"Boston, MA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,5.4,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,5.4,"Minneapolis, MN"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,5.6,"New York City, NY"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,5.8,"Columbus, OH"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,5.9,"Kansas City, MO"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,6,"Los Angeles, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,6,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,6.1,"Chicago, Il"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,6.5,"Long Beach, CA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,6.7,"San Antonio, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,6.8,"Dallas, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,6.9,"Baltimore, MD"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,7.1,"Indianapolis (Marion County), IN"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,8.2,"Phoenix, AZ"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,8.3,"Houston, TX"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,8.3,"Philadelphia, PA"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,11.6,"Cleveland, OH"
Social and Economic Factors,Percent of Children Living in Poverty,2016,Both,All,13,"Detroit, MI"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,74.8,"Dallas, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,75.8,"Cleveland, OH"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,75.9,"Houston, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,76.3,"Los Angeles, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,76.8,"Detroit, MI"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,80.2,"Phoenix, AZ"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,80.3,"New York City, NY"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,80.8,"Baltimore, MD"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,81,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,81.2,"San Antonio, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,81.5,"Chicago, Il"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,81.8,"San Jose, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,81.9,"Philadelphia, PA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,85.7,"Denver, CO"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,86.4,"Boston, MA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,87,"San Francisco, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,88,"Minneapolis, MN"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,88.6,"Washington, DC"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,88.7,"Kansas City, MO"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2012,Both,All,93.7,"Seattle, WA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,75.6,"Dallas, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,75.9,"Los Angeles, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,77.6,"Houston, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,78,"Cleveland, OH"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,78.2,"Detroit, MI"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,78.8,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,80.6,"Phoenix, AZ"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,80.9,"New York City, NY"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,81.3,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,82.2,"Baltimore, MD"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,82.3,"San Jose, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,82.4,"Chicago, Il"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,82.5,"San Antonio, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,82.6,"Philadelphia, PA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,83.9,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,84.5,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,85.8,"San Diego County, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,86,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,86.2,"Denver, CO"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,87,"Boston, MA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,87.5,"San Francisco, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,88.6,"Kansas City, MO"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,89.8,"Minneapolis, MN"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,89.9,"Washington, DC"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2013,Both,All,93.6,"Seattle, WA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,13.2,"San Francisco, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,15.7,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,17.7,"Minneapolis, MN"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,18.3,"Austin, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,18.3,"Denver, CO"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,18.6,"Portland (Multnomah County), OR"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,19,"Charlotte, NC"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,19.3,"Washington, DC"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,19.4,"Long Beach, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,20.4,"Los Angeles, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,20.7,"San Diego County, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,21,"Boston, MA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,23.6,"Houston, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,24.1,"Chicago, Il"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,24.2,"Dallas, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,24.2,"New York City, NY"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,24.6,"Columbus, OH"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,24.9,"Phoenix, AZ"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,25.1,"Fort Worth (Tarrant County), TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,26.2,"San Antonio, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,27.8,"Kansas City, MO"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,28,"U.S. Total, U.S. Total"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,28.3,"Miami (Miami-Dade County), FL"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,29.1,"Indianapolis (Marion County), IN"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,29.6,"Las Vegas (Clark County), NV"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,31.7,"Baltimore, MD"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,32.9,"Cleveland, OH"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,34.1,"Detroit, MI"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2014,Both,All,34.2,"Philadelphia, PA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,10.5,"Seattle, WA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,13.2,"San Francisco, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,16.2,"Minneapolis, MN"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,16.4,"Oakland (Alameda County), CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,17.3,"Denver, CO"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,18.1,"Portland (Multnomah County), OR"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,18.2,"Austin, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,18.3,"Washington, DC"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,19.9,"Charlotte, NC"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,20.1,"Long Beach, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,20.7,"San Diego County, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,21,"Los Angeles, CA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,21.2,"Boston, MA"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,23.7,"Dallas, TX"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,23.8,"Chicago, Il"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,23.9,"New York City, NY"
Social and Economic Factors,Percent of High School Graduates (Over Age 18),2015,Both,All,24.5,"Houston, TX"
